utterance_id,child_id,session_id,age_bucket,audio_duration_sec,filesize_bytes,word_count,words_per_second,orthographic_text
U_0a13989d249e585b,C_ae774cac66d6e717,S_2167acd9e93fa279,8-11,0.448,14940,1,2.232142857142857,more
U_0a16e3101f10845b,C_09f29adf3de1d136,S_27b1da5cbc199b95,8-11,0.943,23425,5,5.302226935312832,i would say this one
U_0a1be08412d16967,C_9c1ef06f9f41ebb7,S_dfa06ad375719e7e,8-11,0.794,16060,4,5.037783375314861,good how about you
U_0a20c40b41ecd233,C_1128f2690d3b10d4,S_8e59d75c3cfb1517,8-11,0.449,14650,1,2.2271714922048997,yep
U_0a3b90f8c74a107a,C_65a3fae1056786d8,S_adc5423d8631d0bf,8-11,1.857,54623,9,4.846526655896607,it's going straight which is the speed of light
U_0a4442a99724439c,C_5b569ed48d6804c4,S_3e049e8603afb568,5-7,4.364,105851,1,0.22914757103574704,piano
U_0a508a3025a5a880,C_9ab9f69f183aaf6b,S_cd7d6b80bb12480d,8-11,0.307,12114,1,3.257328990228013,no
U_0a5b5455a852a770,C_59940da87de5f402,S_5cd38455a1a55b21,8-11,40.125,779480,94,2.3426791277258565,mister pearler told us yeah he tried um tricking us on that and sometimes he also um tricked us um cause our paper cli um he used paper clips and he got these really heavy um thick ones and we got the small ones and stuff and they're different so yeah we're measuring how much like erasers fifty k paper clips like thirty yeah and actually we actually got all different because we didn't have a standard the same with these straws he did straws and they were all different all si different sizes
U_0a6f63e04e7071c3,C_13af9fd2bb6b3aee,S_74923dd9d093e773,8-11,0.39,16743,1,2.564102564102564,yeah
U_0a6f8774bda55cbc,C_c18f8e42de7c42a7,S_e6c120905dc47134,8-11,48.416,1083061,120,2.4785194976867153,so the d cell sh um sends out the electricity through the wires which makes the pathway and it goes and it goes into the side of the battery up it goes up up up into the metal through the filament lights up and then goes down and then goes down through the metal thing goes out the bottom goes through the wire up through the side it goes up up up up to the filament to the filament go go goes and goes down the metal thing and then it goes out the bottom and goes go go go go go go to the positive side of the battery and then it just keeps go continuing as a pathway
U_0a8b7660d7c2057c,C_8bbe0d65121f42fe,S_06650ea7fa7910c1,5-7,7.04,138441,1,0.14204545454545456,late
U_0a8f1248d31395ed,C_e4e624266b12f0b8,S_43e7735aae17c5d2,5-7,4.499,117622,1,0.22227161591464772,nap
U_0aa57c9dafde67aa,C_c73c3606c87cf6ad,S_867396f29fd861c0,5-7,4.71,123729,1,0.21231422505307856,fly
U_0abf7612df815ae5,C_a4296e3d0cce76a5,S_0a7e2aef687ca75b,8-11,0.285,12249,1,3.5087719298245617,yeah
U_0ae86797c9a7be69,C_ec42275da10feac8,S_1db1889411754bc2,8-11,50.458,657572,43,0.8521939038408182,wait wait what did you say what did you say what do you say what do you say no what did you say before she said that i'm sorry i don't get this can you explain it to me in a different way
U_0ae9136236fe245a,C_f5d08e2f52e0f0fe,S_09d91a8d5482e4b7,8-11,0.389,13825,1,2.570694087403599,yup
U_0ae9991599ae8152,C_8e829410e80dba39,S_96ea1d2829e0029e,8-11,0.368,14060,1,2.717391304347826,yeah
U_0af861b3f866956b,C_38a2e3f1f7d4863f,S_cc52c443538f7f1e,8-11,0.368,13199,1,2.717391304347826,hi
U_0b03effb9d8f1251,C_7e4f7a89c40ec225,S_62506f4a47b96fa4,8-11,0.409,15380,1,2.444987775061125,yeah
U_0b052fa97cd6cbfe,C_d19ece1caeaf6f2b,S_1036501ba595fe1f,8-11,38.515,881832,95,2.466571465662729,we've been learning about a a a like um a a little uh blue scale and we would put a magnet on one and there would a magnet on the bottom of the one magnet so they would stick together and we would put washers on the other side and see how many washers it would take until it popped but then after that we took um we took um well we took a chip and put it under the magnet and it and it didn't take as many as it did with no chip
U_0b308b1e963a6d43,C_bb44003703919c45,S_d81eb178d79c6358,8-11,34.69,679042,82,2.363793600461228,we used those to um like that's what we u we used two of the um cups to show that um we u used two of the cups to show that the water in the tall vial and the wide vial was the same well we ha got two of those um containers that were exactly the same size and then we poured both their waters in it e and then they were the same size that's how you could figure out
U_0b38ce140e64db6e,C_ff3d195ae70b3fce,S_b3973ee08ac8b4be,8-11,0.812,24909,5,6.157635467980295,and have a good day
U_0b441402c4a96f4b,C_6bcfd5491e81df9c,S_704b72e91ebbd72c,8-11,59.282,944402,118,1.990486150939577,um in math we're talking about um the s um about the water and the sponge of like soaking the water out of s soak the sponge in the water and put it in a cup and then you um p well first of all you had to put like the dry sponge in one cup and the mass pieces in the other cup and see how much you got and now you had to soak the s um sponge and put it in the cup and make sure it's not leaking and you put the mass pieces in but all of us got the w um different um um different oh yeah different p answers and we
U_0b4c48769e509ddc,C_17168e40d19d7ee4,S_e5858ba8395fb675,8-11,31.789,733140,82,2.5795086350624428,um well um like on the first one the um like the bars are the same cause both of the m's are on the left side and then on the other one and the one below the two ends are sticking in and then on the one below that one they're sticking out and then it's and the the one's are on the bottom it's kind of like the one the ba the magnets on top except it's facing the other way
U_0b5f3f55912836fd,C_f82f6eb74ad07056,S_c1050d5935bae0a3,8-11,0.313,13577,1,3.194888178913738,yeah
U_0b6e6d3b0461428d,C_94020216db685ea4,S_1520a43662f892f8,8-11,63.011,890339,113,1.7933376712002664,wait we haven't really learned that much about the capacity of stuff but we learned like we put we were seeing if the store was giving us less than what we p it says that e in bottles and cans and stuff so we would fill it up with water to where um the they would fill it and then we'd dump it in the all the stuff we filled in the cup with something into the a big white um tub then we'd get a syringe or whatever it's called yeah and we would um suck it out and put it back in the bottle and then the syringe holds fifty um
U_0b74864f9e86ce0d,C_696834b17bc12e27,S_ad87e5a97e692c39,8-11,6.5,93168,1,0.15384615384615385,good
U_0b8e7cca6770b516,C_b50216b3c70ca0a2,S_0adc54ccecb22f24,8-11,0.906,14558,1,1.1037527593818983,get
U_0b9246f91bbcd1c7,C_7e4784d2d549e194,S_a998fbaac363ab57,8-11,37.936,735359,63,1.6606916912695064,we used only three clips um we put the straw on that stick and and we connected both of the and we connected two of the clips on the sides and we used a string and we put a um a clip and we clipped it on the bottom and we used fi five of those red things and we put them together
U_0b95c7436abf666b,C_79eb61c13e8641d8,S_17fc9f85ab3dba6c,8-11,12.798,143810,2,0.1562744178777934,a decomposer
U_0b97bd3a52f63f65,C_6069aefd8213306b,S_a1af7e38b9da1bbe,5-7,8.68,199284,1,0.1152073732718894,chain
U_0baabfb8dbbf1d47,C_33028280ab062783,S_4f58e72e9cf7dc70,3-4,1.443,119271,6,4.158004158004158,what are we gonna do next
U_0bbeb7bff85571b0,C_06f3347e4c0ecf61,S_3a5acecfc88b1e66,8-11,1.167,28399,5,4.284490145672665,i'm good how are you
U_0bc0eeaff7142428,C_01bf0d48116d00f5,S_23768180ec72e0a3,8-11,0.25,13496,1,4.0,blue
U_0bcf4480e0d85f69,C_98a46b6d7e1cf5e6,S_436a0480351a65ee,3-4,1.183,88124,5,4.22654268808115,that's how you do it
U_0bea4b1dafb8ef0f,C_a512690990640cc0,S_c168b86e8acb87ba,3-4,0.311,34098,1,3.215434083601286,chee
U_0bedf5a32e1cea33,C_e1ab425566d7a6a2,S_c35baf0ddaf8d037,8-11,93.843,1251247,102,1.0869217736005883,i see that energy runs to the negative side up to the positive down or almost looks likes it goes up to their down to their that all of the way thats cool im still can you talk because im not holding this i just told you hey jacob jacob jacob jacob hes quitting out hello hey devin hey devin look im not i know it is you think she can hear every word were saying oh really stay down you lost you lost stay down oh yeah can you talk now dont mute me im going to mute you good day
U_0c093cd1999ca947,C_5e5c3097d414db96,S_ac86efd5a2d35e73,8-11,6.26,83954,1,0.1597444089456869,yes
U_0c215725d54ffe54,C_9ed5283e3f5c678a,S_7baf2c9141353383,5-7,8.85,228089,1,0.11299435028248588,chain
U_0c52b7b044a665e3,C_2437f329c2cd0b2f,S_d0aa9856f8cea316,8-11,3.24,59440,15,4.62962962962963,would be related to what we're doing in class because we did this in class
U_0c5c46920b238a78,C_50087b79bfb93f03,S_cebe9c8572b3311c,8-11,0.098,10559,1,10.204081632653061,at
U_0c64944747a37aae,C_b021c677c446f688,S_cd37b0dba46975c2,8-11,6.752,158619,1,0.1481042654028436,because
U_0c6ea4c86936b73a,C_e2ab963fa7057a17,S_98d9965471cefca4,8-11,49.267,591418,90,1.8267806036495016,the reactance of the it goes up and then come back down because the vinegar would be the blue one and so the vinegar the vinegar would be the so the baking soda would be the white one on the bottom because oh so i get it so it looks it could put baking soda first and then the vinegar would rises up and that mixes the baking soda goes in bottom and the vinegar goes on the top it the tray shoots send and goes back on the top
U_0c7f5af719fd89f7,C_d5cb12392fa53a99,S_aa44c8f92b6d5f13,5-7,4.199,110857,1,0.23815194093831865,fish
U_0ca2e0ced3b06766,C_c5ce0b1c0c4e6a82,S_eb98dc3f8123ed93,8-11,29.286,579830,83,2.8341186915249605,okay yes we've done pendulums so like um we've been sometimes we we were like doing experiments with them we were using like we were trying to figure out what we could do to make the f like we were testing em in fifteen seconds to see so like we would hang em on a pencil on the end of our desk and we would hold em and so and then we would see how many swings we could get in fifteen seconds
U_0cc8b5ecd09afb66,C_885e051a101553d7,S_409bffb676b4ed51,8-11,36.225,658813,89,2.4568668046928916,um it was because um the um the magnet there is a north pole basically and a south pole and so the reason that they wanted to be sticking together was because um they they they were opposites so the north and south pole are trying to go together and that was the reason but they when they were um trying to push away it was because th then either the north or the south were on the same side and so the they didn't like being the same
U_0ccbe9ecf4bf8ace,C_895d196967b56798,S_daa24135ba160a8a,5-7,4.459,125109,1,0.2242655303879794,ore
U_0ce59e60ff419283,C_c18f8e42de7c42a7,S_21208b4ebd7c2fdb,8-11,36.806,754320,83,2.255067108623594,i took the tools that are made out of iron or steel and you rub it against the m box all over the place and then once you once you feel the magnetism force there's a magnet there or you can do the iron filings and bring it over and the iron filings would go will go crazy and then you can also do the compass and the compass will if you bring it by it will point to one of the magnets
U_0cf098bf3d6fd753,C_389bd9177db48a0f,S_bef10119da423348,8-11,57.535,1117961,170,2.9547232119579387,hmm well yeah yeah eh how um what made it come to the conclusion well probably that all the data that we got and you know we tested it many times one time we tested it with all the way out then all the way in then you know in the middle then a little bit more then a little bit less and you know we tested a couple of a lot of times actually and we got all our data and we figured the smaller it is the s more it's pushed it the higher it goes farther it goes yeah and me and my group we kinda have to restart because we thought the higher it goes we'd have to test how far it goes we the variables but we tested how h no but we tested how far it goes and we're supposed to do how high it goes so we have to start again you know so yeah my group's nina and tristen and me so
U_0d2c17117c178792,C_19b75dd799d54592,S_b6dbee912652da7c,3-4,0.395,32960,1,2.531645569620253,one
U_0d30fa53db842f8a,C_f639ea4a2990958b,S_f93416038241c206,8-11,0.307,13807,1,3.257328990228013,yeah
U_0d3aa4166dc49bde,C_70cfe294afd6fc92,S_4acb6a5dd912897e,8-11,47.602,896444,113,2.3738498382420907,yeah um like we would just go around to like the faucet and then we would like estimate like its like how lel how many and then then once we were all done with estimating six we'd go back and we made these tape measures and like we um really just put them together like we just g like taped them together and then um we colored them and then what we did was we measured them them and then if like then we would really we would just we would measure them and then write it down and like if we got it right we would put like we got zero off
U_0d41659d91dc4b30,C_43c6a5c0e88ea260,S_4b54ddcf0a03d2ad,8-11,0.307,12518,1,3.257328990228013,yeah
U_0d49b497c6c42a6e,C_4cb11d0521851363,S_12b928a9110a7975,8-11,29.519,451818,87,2.9472543107828857,um it um like it has like a rubber band at the bottom so you um like spin it and then it'll go like on a line and stuff like that and so we used a mini fan to like see if it would go faster but it only had one um s um like they don't it on it only g went low so we can't it didn't really go very fast so we're gonna try again today and see if like um it'll do better
U_0d6871ea9dd8a86a,C_2fd3a04e9222363f,S_abd886a4673bf26f,3-4,16.842,1188359,24,1.4250089063056646,they're they're having fun and leave and then the storm and the backpack and there's some somebody's going and a boy be in trees
U_0d724fbbaf50b6df,C_45788281ca5ef93a,S_c624888ff9d3d4bf,8-11,1.391,35006,8,5.7512580877066855,if it was hotter it would go up
U_0d756066bda7d59f,C_aebcd22827492f13,S_a5d700afdea5cda4,8-11,0.368,14173,1,2.717391304347826,yeah
U_0d848bf8bc470f7d,C_0a30926b0a602998,S_b68473064123300c,5-7,6.67,175353,1,0.14992503748125938,fly
U_0da8ae3d670b5b90,C_19b75dd799d54592,S_9d9129296272c729,3-4,0.333,29902,1,3.003003003003003,oh
U_0db03b1acaf77edc,C_65db83396a7f1c53,S_58040be479382411,5-7,6.89,166943,1,0.14513788098693758,fly
U_0db6bc12a0503930,C_a1c4c3096c23ad47,S_69d4f3b41fd71fb1,8-11,40.78,627717,116,2.8445316331535064,we usually get like different answers yeah and then we then we go over and measure it and then i think we pretty much got the same measurements like but not not most of us did the same things we kinda did different things but like on the sheet we did it we all got pretty much different answers and then we got back together and then we well we weren't like too o like way off we were like maybe t two or three off and then like inches or centimeters off what we were measuring by and then we like um compare and then we'd try and get the accurate the most yeah yeah
U_0e0020148dc12b3b,C_309fd4e9303cca5c,S_c35d1609431a9339,8-11,0.441,14047,1,2.2675736961451247,pete
U_0e01d34b14acd18c,C_258f32511cde6c62,S_944a151742de87b4,8-11,0.429,14556,1,2.331002331002331,no
U_0e125d819951c97e,C_e5b4a743a83e75cb,S_8f983e128f5ff08e,8-11,0.443,14888,1,2.2573363431151243,what
U_0e2c52448d4bf271,C_389bd9177db48a0f,S_bef10119da423348,8-11,63.713,1256203,182,2.8565598857376044,well because we feel like we might two at a time might be a little too much and we at least have to test four times and four times two is eight and we didn't think that maybe eight could fit into there eight tops but we wanted to test eight times so we did it only one penny at a time going slowly by sl little by little but now some people they did a different variable with the different um size some of them did one that's smaller than ten and then one that's forty um centimeters and they did a bunch of different size where i think forty is interesting but they should make one you know some more in between there which they decided to do since they realized that yeah well because it's not like it's too big of a difference and we want different variables too not just two of them and we already know one of those so the cause the whole class then ten p the ten ten ten centimeter um aluminum ball already
U_0e2ee0cd786b58f8,C_a6ebf08f66f21281,S_b539b9d52632d4d0,8-11,0.612,17419,3,4.901960784313726,i don't know
U_0e304cda1398974b,C_fc5a6c7485e7470a,S_6b42a2a233f802e4,3-4,2.106,163149,10,4.748338081671415,and now we're going to be done with this right
U_0e46e15b60c48269,C_c272810b2e3102dd,S_13a19df783fa56b5,5-7,4.329,124692,1,0.231000231000231,knee
U_0e4aa1b30935f838,C_d1a5606b46b6d5da,S_cc119fe2d535cb41,8-11,34.246,685219,94,2.744846113414705,no we used our fingers yeah so we just had to dip one two three you only have one second to put in well you had to find out like which one was the first s you had to put em in order from hottest to coldest and so you'd put your finger in the first one like the first one i put my finger in was the room temperature i said hmm that might be the middle then the hottest then i found the hottest and then the coldest yeah yeah mmm hmm
U_0e5444b0d66673f1,C_596e4840ea75dd01,S_b5f36a972e1411ea,5-7,4.879,105268,1,0.20496003279360528,fall
U_0e5b92c915815c91,C_8f208e6a948ec07c,S_90232fe4aa61719b,8-11,80.198,1201437,90,1.1222224993141974,those are herbivores carnivores um i think the deer and the rabbit both eat grass which makes them herbivores the lion and the polar bear both eat meat which makes them carnivores the hunter and the bear eats both herbs and berries that makes them well the worms the red wiggle and the fungi eat decaying or decayed matter which makes them detrivores and the the um the hunter and the bear eat meat and berries that makes them they're herbivores carnivores detrivores and another vore that i can't remember
U_0e605bdb9be58e4a,C_dc75c9330a5461dc,S_cef9b7ca29b99593,5-7,4.03,107889,1,0.24813895781637715,bee
U_0e66c3a6c1fb382f,C_516e18ec41011983,S_6ff763fea121d910,8-11,0.92,25164,4,4.3478260869565215,i don't really know
U_0e9d379cb9c14ff1,C_43c6a5c0e88ea260,S_134edaa467a6e1d1,8-11,0.413,14599,1,2.4213075060532687,yeah
U_0ea0c1d533b2992e,C_c83f7ae3cffb9886,S_3c3a8559601410fe,8-11,39.25,681087,105,2.6751592356687897,well the kinds of things you think about when you graph is that you need to make sure your data is accurate and that it's in the right place so if you have so for motors one distance three hundred and twenty centimeters i'd find the three hundred and make it and probably make it really trying to make the best estimate i can of where the twenty mark is in the three hundreds and the i'd go across all the way to one rubberband and that is where i'd graph and then so and then you'd keep going up and up and so forth
U_0ecaa6a41dbfef30,C_d95286d09f97271a,S_83dcaeba73a722a2,8-11,44.366,1010275,92,2.0736600099175044,well um for this when we um do it we what i'm saying is the magnet the iron ones just stick together with the iron on the other magnet so when they stick um they can use the force of the iron can go through the table so you can um so the magnet when it gets moved the force can still hold it through so it goes around like if you hold two magnets together and you move around it's a thin thing except the force is going through the table
U_0ece78838ab022ea,C_d13fa4d45d9a612d,S_e39febdb9f50cbb5,8-11,0.719,19527,3,4.172461752433936,i don't know
U_0f00b3aa7be89ee6,C_2437f329c2cd0b2f,S_0303e41bc5f5ccba,8-11,38.864,594628,60,1.543845203787567,these consumers are a different kind they all eat different things so the deer and the rabbit are herbivores herbivores they eat grass the lion and the polar bear are carnivores they eat meat and then that hunter and the bear are omnivores because they eat both meat and fruit and then the worms and the fungi eat the soil
U_0f052b9edafc1b0f,C_4d78a99a6ee0a0a9,S_2c66d2044f95dc8e,8-11,0.448,14199,1,2.232142857142857,yeah
U_0f052d02fc9497ad,C_9fce57d8e83e10ef,S_a213dd872f83c11b,8-11,59.016,958288,123,2.0841805612037416,we used to take a ten centimeter sheet of aluminum foil and a twenty centimeter r for width uh aluminum foil and um we used to just crumple them into a ball and well first we were using like uh what do you call them the the co yeah corks uh uh we were using cork and well um first when our er when our teacher who is miss mojo she was um eh she was testing it first it it so happened that um we found out that there uh there were two types of material wood and rubber and uh first we did the rubber and um well we had to measure uh we wanted to see how far it went
U_0f39030d9c075c00,C_9acf28e7b82aa28c,S_caa72cafe38a1c67,5-7,5.62,125031,1,0.17793594306049823,strawberry
U_0f390847118b0351,C_0955e173a3e3c2c7,S_40e5249c2866b577,8-11,0.406,14233,1,2.463054187192118,yes
U_0f3ac01641042223,C_4e54e66cc7b59060,S_43402d5239dd4f88,8-11,1.189,24794,6,5.046257359125315,thank you for working with me
U_0f42864adaae22f8,C_c2fd3883270ec301,S_ff6fa7cb11c2b38c,8-11,41.31,705640,97,2.3480997337206486,well it's kinda like a food web or food chain like all those things on the side well not well basically all the things on the side turn into meat and berries and this is food for that and like a hunter hunts like the hunter the hunter he hunts like bears polar bears bunnies deer lions even worms but the worms are like kinda like decomposers so they sometimes can eat away and then but the hunter does is he turns the stuff that he kills into meat so that we can eat and have food
U_0f44c1241b8b7007,C_76f2f3721e6c0352,S_430d2c3c4e4ebe5e,8-11,50.004,785800,82,1.6398688104951604,what i can notice is that the different biospheres are made of well tundra um boreal forests um wetlands and deserts really and are are water but they're really different and the desert has all these different animals the tundra too and it's and there's a large uh it's a lot of it's mostly like a lot there's a lot of tundra and wetlands everywhere basically and deserts too and boreal forests and wetlands are in boreal forests and in canada yeah
U_0f44c82660cf8043,C_d88a3d3544c594ca,S_5e5fae5c5a2fcf5b,8-11,33.466,734175,62,1.8526265463455447,um so the ways we did it was we just um the the um soda thing was too full for us to pour so what we did is we er into the graduated cylinder so what we did is we just poured into a big container and then poured er used the syringe to um pour the uh the um graduated cylinder
U_0f44e0aa01f00505,C_8a6ffdb935ce5743,S_93e99e3e8ea424d1,8-11,17.622,275785,3,0.17024174327545114,stimulus stimuli fear
U_0f476c5c055a4c2a,C_de38a9947fb62c88,S_fe57fa6e0edbafa3,8-11,43.654,853369,100,2.2907408255829935,yeah we had a blue sheet that had a thermometer on it and you had to draw a line and then write the number and write which cup that was and so then um we um we were experimenting and we dumped a little bit of the one the cold cup into the un into another empty cup and a little bit of the hot c cup into another cup mmm hmm and then we um we estimated what it would be and then we um then we put the thermometer in and um found out what it really was
U_0f4f0b1908eaedc4,C_e95ac4c94a827fa0,S_ae9b94c04fbc684c,8-11,0.409,15481,1,2.444987775061125,yeah
U_0f5a57e334e3a8d9,C_c5521b83d6c779cb,S_a49338722c123215,8-11,3.735,74651,19,5.087014725568943,all s um all the si um all parts you just wanna keep the measuring tape straight as possible
U_0f5e41eefa5cc0ce,C_4bd212f022b91eaa,S_5195dce44e2ea292,8-11,3.453,60030,15,4.344048653344918,one on the left is a mixture and the one right is not a mixture
U_0f5f39294a34bb04,C_8d246066c3d8a0d0,S_87440f00849f17af,8-11,0.962,30809,4,4.158004158004158,it's a wire wrap
U_0f81f5bf238498dc,C_5c9637cb4d5fc0d2,S_b21b375b340c0435,5-7,6.849,131701,1,0.1460067163089502,bell
U_0f914163448c13e3,C_adfff0a010bccee9,S_b0c993f2fd49b783,8-11,3.239,77679,15,4.631058968817537,looks like if it's cut in half but it's not it's just because of the
U_0fb111c7a919ac45,C_5662687d8c144fd8,S_b5ba1965039144b6,5-7,6.2,150210,1,0.16129032258064516,sister
U_0fb28c0fe82c10f2,C_bb44003703919c45,S_c5b80060ad8a40cc,8-11,0.347,13962,1,2.8818443804034586,no
U_0fb5c7e74c0125e1,C_cb02370f60c230eb,S_ce6d495a7283ace4,8-11,1.219,25076,5,4.1017227235438884,i'm good how are you
U_0fccdd5a9d0d4df1,C_57793a2b8a0e9ed0,S_68535f40e776a980,8-11,47.618,612143,86,1.8060397328741231,well a human body is a system because it has lots of parts and veins that work together and the earth is a system cause all the water and land forms the earth and then a suitcase has lots of parts that make it a suitcase like zippers and wheels uh tv has parts like electricity helps it power and then the screen and then a car is a system cause of the wheels and the pedals that let that make it go and the engines
U_0fd692de66cfe79b,C_9b7ba7d1952f84a7,S_027e8b57ae5b9936,8-11,2.881,67831,12,4.165220409580007,i know i know what a car is now i'm not stupid
U_0fe6dc400079569e,C_5a3ae8ad6ccf97b2,S_56790884531b6596,5-7,4.67,114424,1,0.21413276231263384,ham
U_1010ae194703d524,C_19b75dd799d54592,S_9d9129296272c729,3-4,0.315,30119,1,3.1746031746031744,okay
U_10245701840713a3,C_f639ea4a2990958b,S_f93416038241c206,8-11,0.352,13897,1,2.8409090909090913,yeah
U_1035e7b93692e5bd,C_b3d0b647a6b2f868,S_496f4474f8ca4a8d,5-7,4.069,89012,1,0.2457606291472106,fish
U_1044712c2f5cffab,C_4f5df9df36412e31,S_03099f7f8c38d09e,8-11,1.905,53118,11,5.774278215223097,they use that in the they use it in the army
U_106fdcaafa0ad6d4,C_9968d7a1e4d23847,S_7ff791407a3baf68,8-11,1.946,40556,8,4.110996916752312,it can not be scratched by a fingernail
U_10872bb117bce0cc,C_3dd34c4889de5233,S_d78b175a7031e79b,5-7,4.579,113918,1,0.21838829438742086,nap
U_10894f4fd4a3bcb7,C_9c1ef06f9f41ebb7,S_4863225e1f5b491b,8-11,37.4,832544,98,2.6203208556149735,well today um today with the electricity um we um we we took a battery and in a light bulb and few of of metal and magnets i mean few uh of the batteries e and one battery and it lit up and then we put a battery into this holder and um then um then you had to connect it to this thing little ov a ground thing and then the light bulb went in and then there were two wires went in so it was a lot easier that way instead of doing it by hand
U_109aaff7db95badb,C_b456e0cefcd41289,S_caecbccdecea3364,8-11,2.409,55492,10,4.151100041511,i think it would be important because it is important
U_109e112ad7986b89,C_cf0a61200c9e15b1,S_3d7090e05975d596,8-11,37.339,609610,104,2.785291518251694,is it flowing because the positive side is connected to the other positive side as you see both of them are touching then the impossible because they each need you at least need to turn one of the dcells so one of the positive side will be going outside because one of them because both the ends are just negative side and then it would just be collecting and collecting and collecting and there is no way the light bulbs are puzzled like wait how do we receive it and how do we give it back so because each of the positive side are
U_10ae1a8b44542f6e,C_04c0501d82833609,S_11a1a93897c12b7e,5-7,4.67,90311,1,0.21413276231263384,go
U_10c6e18f2b36d636,C_3e1127ea956714fd,S_a2b1cea481f79cf1,8-11,0.674,20906,3,4.451038575667655,just a sec
U_10f3c9c43a26a36f,C_1cf8345104b2d264,S_f09cad0d030f50ab,8-11,0.286,13290,1,3.4965034965034967,yep
U_10f966eae442a138,C_22625bf75ba8decf,S_905626b4130c3c7d,8-11,42.536,699950,75,1.7632123377844648,well we did well not really not well s no actually yeah yeah yeah yeah we're doing that stuff and that was about how many like like jars of gla i mean jars of water can ho like like miniature jars s so like say for instance it would be like five miniature jars equals yeah five of thes five five of those and would would equals li like would fill that up so yeah
U_1120988dd6dfbb77,C_d95286d09f97271a,S_ecda3d6ba1c01498,8-11,34.624,741548,60,1.7329020332717189,well we had one battery two um we had two mag um magnets we had two wires one um light bulb we had the battery we had the two wires connected to two sides holding them connected while the other person in our group holded the um wires to the um to the light bulb and um it lit up
U_112e65c7815f4101,C_928add5b8833fde4,S_5553a8c6cfa429b5,5-7,4.24,111508,1,0.23584905660377356,bee
U_11386f32bbbd5a60,C_ae7b4932a7c5db78,S_694f0f2ccb0a79ce,8-11,0.742,21904,23,30.997304582210244,capacity is how much is it holds not the whole thing how much they put in it capacity is like the whole thing
U_11393c3f830cd1b4,C_c18f8e42de7c42a7,S_04f6f334049e6ee8,8-11,32.496,720312,74,2.277203348104382,the thickness makes the magnet on the other side lose its magnetism force so it can't go all the way through the paper to get to the paper clip and then the thin one is the magnetism force can go through the thin pieces of paper because it can go through it because there's less paper than than the thick and the magnetism force is able to is able to touch the paper clip
U_1140be5e3e398fd4,C_a77b1020e862cabf,S_1cd16df5ceee3275,8-11,44.651,652028,84,1.881256858748964,well um we started wi well we each got sand s cups of sand and um we um measured them in grams to se um a hundred grams a and everybody go um there we everybody got one partner and um they well and they measured um wa one hundred um grams of sand and then we put it in a bag and there and so there was twelve people and the ten ten one hundred bags of sand would um equal one kilogram
U_114868e43c8c252d,C_ebf0c8e70506400c,S_318f8969536b0fd2,8-11,74.092,1220383,139,1.8760459968687577,so the mouth breaks down food into smaller pieces with teeth and saliva the esophagus moves food down into the stomach uhm the stomach further breaks down the food through mechanical and chemical actions the stomach connects to the intestines the intestines absorb the water into the bloodstream and compact solid waste and sometimes they go through the liver which helps break down the food and clears it out and sometime i think it goes through the lungs which helps break which puts good stuff into the blood stream and i think the uhm i think that a uhm lungs they collect air uhm and they and they out of the blood stream out of the blood stream and they put stuff out of the bloodstream and make sure that the good blood good blood is in your bloodstream
U_11584039878ccbef,C_7cb9898acbb977ef,S_9805348613e308a6,5-7,4.07,109095,1,0.24570024570024568,tiger
U_115f7d7d3e8dd912,C_878467999ee5c310,S_dfb49bb5b8d2dae8,8-11,0.801,19424,4,4.9937578027465666,what do you mean
U_11661e4168d61e29,C_885e051a101553d7,S_2d303306e5453b1f,8-11,31.6,660618,86,2.721518987341772,um what's going on is the electricity is coming out of the battery and it's going in to the um the wire connecter at the light bulb the electricity is flowing through the wire and to the places where the metal is touching the um the light bulb so that the li so that the light bulb can light up and that's on both the there's two wires so it can light up in both spots the light bulbs the light bulb needs to be touched
U_11949f7f197b14d9,C_a5d56368fe1f4883,S_ac289dff93cdfc8a,8-11,3.813,78404,19,4.9829530553370045,falling out off the tree and you know its a pretty steep down so it just break its face
U_1195ab83b09ccaeb,C_8cf7473944d04eae,S_52960033571f76c3,5-7,8.1,202687,1,0.1234567901234568,slash
U_119905f472dad448,C_09f29adf3de1d136,S_d959b63dde90d859,8-11,35.17,646111,88,2.502132499289167,well when when you like measured from down to your arm and back it's it's like ye e they all all the people say that it there a de you're both of your arms connected is as tall as your um body but it's not because your arms are a lot they're uh not longer than your leg so if both of them were they would probably be up to right here so i wouldn't be able to see they they wouldn't be able to um see it
U_119b265cb70c2df8,C_9fce57d8e83e10ef,S_a0bece4e0e3dabe5,8-11,0.387,13435,1,2.5839793281653747,hey
U_11a7719b46bc51f2,C_d88a3d3544c594ca,S_f356ed88321b9234,8-11,60.604,1319086,140,2.3100785426704507,because people like someone might hold their hands stiffer or their arms stiffer than someone else and so if they put like one object in one of their hands and the other in the other of their hands um then they're probably going to get different answers of someone that holds their hands like stiffer because um you won't get the same answer because um your hands won't go up and down as far or your hands will go up and down farther than the person who um didn't hold their hands as loose if they hold their hands stiffer you're not going to get the same answer th they'll say that um they'll say that that it weighs closer to the um the s it almost weighs the same versus someone else might weighs like way different way diff
